observation_date,LREM25FEUSM156N
2011-12-01,69.1707378973415
2012-01-01,68.8910619371323
2012-02-01,68.9587736176387
2012-03-01,69.3800283956460
2012-04-01,69.4340158374610
2012-05-01,69.4036914339801
2012-06-01,68.5848178361235
2012-07-01,68.1435198333807
2012-08-01,68.6759922953046
2012-09-01,69.7343063848608
2012-10-01,69.9377586806104
2012-11-01,69.6719757299962
2012-12-01,69.5567670063996
2013-01-01,68.8621337162514
2013-02-01,69.0927737456611
2013-03-01,69.2345328282828
2013-04-01,69.5103283940097
2013-05-01,69.6058467901059
2013-06-01,68.6818303789876
2013-07-01,68.4627650337064
2013-08-01,68.9982319883816
2013-09-01,69.8450761997918
2013-10-01,69.4069761938568
2013-11-01,69.6613083876260
2013-12-01,69.6985955499448
2014-01-01,69.8164138344725
2014-02-01,70.1608955836610
2014-03-01,70.0704336565491
2014-04-01,70.2819614158063
2014-05-01,70.1057783391222
2014-06-01,69.6342599169705
2014-07-01,68.8087007308488
2014-08-01,69.4887977279899
2014-09-01,70.0924406865220
2014-10-01,70.4372653563429
2014-11-01,70.6167192429022
2014-12-01,70.4529319892091
2015-01-01,70.1802920511168
2015-02-01,70.3982641782362
2015-03-01,70.2428672482905
2015-04-01,70.5576254932478
2015-05-01,70.7056419927707
2015-06-01,69.9257211953705
2015-07-01,69.1962393859966
2015-08-01,69.6228546327382
2015-09-01,70.4298039215686
2015-10-01,70.6652862095471
2015-11-01,71.0951103581345
2015-12-01,70.8825420724917
2016-01-01,70.7306000407020
2016-02-01,70.9990923033585
2016-03-01,71.2120264055314
2016-04-01,71.2264889055801
2016-05-01,71.2502346536512
2016-06-01,70.3692697499101
2016-07-01,70.3807959965596
2016-08-01,70.4493942946464
2016-09-01,71.5955983493810
2016-10-01,71.8687981497976
2016-11-01,71.8459038930201
2016-12-01,71.6746844933150
2017-01-01,71.2606201210145
2017-02-01,71.8277850918438
2017-03-01,72.2468617279694
2017-04-01,72.2940669331452
2017-05-01,72.0705756996459
2017-06-01,71.5462819368078
2017-07-01,71.4095557260754
2017-08-01,71.3930114597032
2017-09-01,72.7045009784736
2017-10-01,72.5488047340984
2017-11-01,73.0082955079042
2017-12-01,72.5729484471564
2018-01-01,72.0646319569120
2018-02-01,72.5224451557499
2018-03-01,72.6638467901793
2018-04-01,72.5523247647141
2018-05-01,72.6236928359607
2018-06-01,72.2319338223818
2018-07-01,72.0819229749333
2018-08-01,72.1679717967117
2018-09-01,73.2283218964442
2018-10-01,73.7867710103356
2018-11-01,73.6464682681965
2018-12-01,73.6427702765911
2019-01-01,73.2660880444132
2019-02-01,73.5312509770816
2019-03-01,73.3386471617904
2019-04-01,73.4698979671557
2019-05-01,73.4605228206691
2019-06-01,72.9459387649844
2019-07-01,72.1032725908792
2019-08-01,73.2497420343329
2019-09-01,74.3663513407865
2019-10-01,74.7447423969979
2019-11-01,74.6725846278874
2019-12-01,74.8683737716187
